Date,bsi
2015-12-06,467.0
2015-12-07,465.0
2015-12-08,461.0
2015-12-09,460.0
2015-12-10,455.0
2015-12-11,451.0
2015-12-12,450.5
2015-12-13,450.5
2015-12-14,450.0
2015-12-15,449.0
2015-12-16,448.0
2015-12-17,448.0
2015-12-18,449.0
2015-12-19,449.0
2015-12-20,449.0
2015-12-21,449.0
2015-12-22,449.0
2015-12-23,450.0
2015-12-24,450.0
2015-12-25,449.5
2015-12-26,449.5
2015-12-27,449.5
2015-12-28,449.5
2015-12-29,449.5
2015-12-30,449.5
2015-12-31,449.5
2016-01-01,449.5
2016-01-02,449.5
2016-01-03,449.5
2016-01-04,449.0
2016-01-05,445.0
2016-01-06,442.0
2016-01-07,436.0
2016-01-08,430.0
2016-01-09,426.0
2016-01-10,426.0
2016-01-11,422.0
2016-01-12,416.0
2016-01-13,412.0
2016-01-14,402.0
2016-01-15,394.0
2016-01-16,391.0
2016-01-17,391.0
2016-01-18,388.0
2016-01-19,381.0
2016-01-20,372.0
2016-01-21,366.0
2016-01-22,358.0
2016-01-23,354.0
2016-01-24,354.0
2016-01-25,350.0
2016-01-26,338.0
2016-01-27,327.0
2016-01-28,316.0
2016-01-29,304.0
2016-01-30,301.5
2016-01-31,301.5
2016-02-01,299.0
2016-02-02,289.0
2016-02-03,280.0
2016-02-04,271.0
2016-02-05,262.0
2016-02-06,258.5
2016-02-07,258.5
2016-02-08,255.0
2016-02-09,250.0
2016-02-10,247.0
2016-02-11,244.0
2016-02-12,243.0
2016-02-13,245.0
2016-02-14,245.0
2016-02-15,247.0
2016-02-16,252.0
2016-02-17,259.0
2016-02-18,270.0
2016-02-19,286.0
2016-02-20,292.0
2016-02-21,292.0
2016-02-22,298.0
2016-02-23,310.0
2016-02-24,321.0
2016-02-25,328.0
2016-02-26,333.0
2016-02-27,336.0
2016-02-28,336.0
2016-02-29,339.0
2016-03-01,345.0
2016-03-02,350.0
2016-03-03,363.0
2016-03-04,371.0
2016-03-05,374.0
2016-03-06,374.0
2016-03-07,377.0
2016-03-08,386.0
2016-03-09,399.0
2016-03-10,412.0
2016-03-11,420.0
2016-03-12,423.5
2016-03-13,423.5
2016-03-14,427.0
2016-03-15,432.0
2016-03-16,439.0
2016-03-17,445.0
2016-03-18,449.0
2016-03-19,454.5
2016-03-20,454.5
2016-03-21,460.0
2016-03-22,464.0
2016-03-23,468.0
2016-03-24,473.0
2016-03-25,473.5
2016-03-26,473.5
2016-03-27,473.5
2016-03-28,473.5
2016-03-29,474.0
2016-03-30,475.0
2016-03-31,476.0
2016-04-01,476.0
2016-04-02,477.5
2016-04-03,477.5
2016-04-04,479.0
2016-04-05,479.0
2016-04-06,482.0
2016-04-07,485.0
2016-04-08,488.0
2016-04-09,490.0
2016-04-10,490.0
2016-04-11,492.0
2016-04-12,498.0
2016-04-13,506.0
2016-04-14,514.0
2016-04-15,525.0
2016-04-16,527.0
2016-04-17,527.0
2016-04-18,529.0
2016-04-19,534.0
2016-04-20,543.0
2016-04-21,551.0
2016-04-22,558.0
2016-04-23,560.0
2016-04-24,560.0
2016-04-25,562.0
2016-04-26,564.0
2016-04-27,573.0
2016-04-28,578.0
2016-04-29,582.0
2016-04-30,582.5
2016-05-01,582.5
2016-05-02,582.5
2016-05-03,583.0
2016-05-04,583.0
2016-05-05,582.0
2016-05-06,578.0
2016-05-07,576.5
2016-05-08,576.5
2016-05-09,575.0
2016-05-10,567.0
2016-05-11,560.0
2016-05-12,555.0
2016-05-13,553.0
2016-05-14,552.5
2016-05-15,552.5
2016-05-16,552.0
2016-05-17,552.0
2016-05-18,553.0
2016-05-19,558.0
2016-05-20,562.0
2016-05-21,563.5
2016-05-22,563.5
2016-05-23,565.0
2016-05-24,568.0
2016-05-25,571.0
2016-05-26,575.0
2016-05-27,579.0
2016-05-28,579.5
2016-05-29,579.5
2016-05-30,579.5
2016-05-31,580.0
2016-06-01,578.0
2016-06-02,575.0
2016-06-03,574.0
2016-06-04,572.0
2016-06-05,572.0
2016-06-06,570.0
2016-06-07,567.0
2016-06-08,564.0
2016-06-09,560.0
2016-06-10,557.0
2016-06-11,555.5
2016-06-12,555.5
2016-06-13,554.0
2016-06-14,552.0
2016-06-15,552.0
2016-06-16,554.0
2016-06-17,555.0
2016-06-18,557.0
2016-06-19,557.0
2016-06-20,559.0
2016-06-21,563.0
2016-06-22,570.0
2016-06-23,577.0
2016-06-24,583.0
2016-06-25,585.0
2016-06-26,585.0
2016-06-27,587.0
2016-06-28,593.0
2016-06-29,606.0
2016-06-30,619.0
2016-07-01,627.0
2016-07-02,630.0
2016-07-03,630.0
2016-07-04,633.0
2016-07-05,637.0
2016-07-06,639.0
2016-07-07,644.0
2016-07-08,647.0
2016-07-09,649.0
2016-07-10,649.0
2016-07-11,651.0
2016-07-12,666.0
2016-07-13,679.0
2016-07-14,686.0
2016-07-15,693.0
2016-07-16,695.0
2016-07-17,695.0
2016-07-18,697.0
2016-07-19,700.0
2016-07-20,702.0
2016-07-21,701.0
2016-07-22,698.0
2016-07-23,697.5
2016-07-24,697.5
2016-07-25,697.0
2016-07-26,690.0
2016-07-27,684.0
2016-07-28,676.0
2016-07-29,671.0
2016-07-30,669.0
2016-07-31,669.0
2016-08-01,667.0
2016-08-02,663.0
2016-08-03,660.0
2016-08-04,654.0
2016-08-05,647.0
2016-08-06,646.0
2016-08-07,646.0
2016-08-08,645.0
2016-08-09,642.0
2016-08-10,639.0
2016-08-11,640.0
2016-08-12,643.0
2016-08-13,644.5
2016-08-14,644.5
2016-08-15,646.0
2016-08-16,652.0
2016-08-17,666.0
2016-08-18,677.0
2016-08-19,686.0
2016-08-20,690.0
2016-08-21,690.0
2016-08-22,694.0
2016-08-23,702.0
2016-08-24,707.0
2016-08-25,712.0
2016-08-26,715.0
2016-08-27,717.0
2016-08-28,717.0
2016-08-29,717.0
2016-08-30,719.0
2016-08-31,721.0
2016-09-01,723.0
2016-09-02,721.0
2016-09-03,719.5
2016-09-04,719.5
2016-09-05,718.0
2016-09-06,714.0
2016-09-07,702.0
2016-09-08,694.0
2016-09-09,688.0
2016-09-10,684.5
2016-09-11,684.5
2016-09-12,681.0
2016-09-13,671.0
2016-09-14,665.0
2016-09-15,661.0
2016-09-16,660.0
2016-09-17,660.5
2016-09-18,660.5
2016-09-19,661.0
2016-09-20,660.0
2016-09-21,662.0
2016-09-22,688.0
2016-09-23,671.0
2016-09-24,672.0
2016-09-25,672.0
2016-09-26,673.0
2016-09-27,674.0
2016-09-28,676.0
2016-09-29,676.0
2016-09-30,679.0
2016-10-01,680.0
2016-10-02,680.0
2016-10-03,681.0
2016-10-04,681.0
2016-10-05,680.0
2016-10-06,678.0
2016-10-07,677.0
2016-10-08,677.0
2016-10-09,677.0
2016-10-10,677.0
2016-10-11,676.0
2016-10-12,674.0
2016-10-13,673.0
2016-10-14,674.0
2016-10-15,675.0
2016-10-16,675.0
2016-10-17,676.0
2016-10-18,678.0
2016-10-19,682.0
2016-10-20,691.0
2016-10-21,700.0
2016-10-22,702.5
2016-10-23,702.5
2016-10-24,705.0
2016-10-25,710.0
2016-10-26,714.0
2016-10-27,719.0
2016-10-28,722.0
2016-10-29,722.0
2016-10-30,722.0
2016-10-31,722.0
2016-11-01,721.0
2016-11-02,718.0
2016-11-03,718.0
2016-11-04,716.0
2016-11-05,714.0
2016-11-06,714.0
2016-11-07,712.0
2016-11-08,708.0
2016-11-09,703.0
2016-11-10,703.0
2016-11-11,705.0
2016-11-12,706.0
2016-11-13,706.0
2016-11-14,707.0
2016-11-15,713.0
2016-11-16,722.0
2016-11-17,748.0
2016-11-18,809.0
2016-11-19,822.0
2016-11-20,822.0
2016-11-21,835.0
2016-11-22,852.0
2016-11-23,874.0
2016-11-24,897.0
2016-11-25,908.0
2016-11-26,906.0
2016-11-27,906.0
2016-11-28,904.0
2016-11-29,908.0
2016-11-30,912.0
2016-12-01,917.0
2016-12-02,921.0
2016-12-03,925.0
2016-12-04,925.0
2016-12-05,929.0
2016-12-06,934.0
2016-12-07,941.0
2016-12-08,957.0
2016-12-09,966.0
2016-12-10,967.0
2016-12-11,967.0
2016-12-12,968.0
2016-12-13,972.0
2016-12-14,975.0
2016-12-15,968.0
2016-12-16,960.0
2016-12-17,956.5
2016-12-18,956.5
2016-12-19,953.0
2016-12-20,941.0
2016-12-21,926.0
2016-12-22,914.0
2016-12-23,903.0
2016-12-24,873.0
2016-12-25,873.0
2016-12-26,873.0
2016-12-27,873.0
2016-12-28,873.0
2016-12-29,873.0
2016-12-30,873.0
2016-12-31,873.0
2017-01-01,873.0
2017-01-02,873.0
2017-01-03,843.0
2017-01-04,820.0
2017-01-05,795.0
2017-01-06,783.0
2017-01-07,777.5
2017-01-08,777.5
2017-01-09,772.0
2017-01-10,766.0
2017-01-11,758.0
2017-01-12,748.0
2017-01-13,739.0
2017-01-14,736.0
2017-01-15,736.0
2017-01-16,733.0
2017-01-17,730.0
2017-01-18,725.0
2017-01-19,722.0
2017-01-20,718.0
2017-01-21,716.0
2017-01-22,716.0
2017-01-23,714.0
2017-01-24,708.0
2017-01-25,702.0
2017-01-26,696.0
2017-01-27,692.0
2017-01-28,690.0
2017-01-29,690.0
2017-01-30,688.0
2017-01-31,679.0
2017-02-01,674.0
2017-02-02,670.0
2017-02-03,667.0
2017-02-04,666.0
2017-02-05,666.0
2017-02-06,665.0
2017-02-07,663.0
2017-02-08,665.0
2017-02-09,668.0
2017-02-10,672.0
2017-02-11,674.0
2017-02-12,674.0
2017-02-13,676.0
2017-02-14,681.0
2017-02-15,689.0
2017-02-16,707.0
2017-02-17,729.0
2017-02-18,738.0
2017-02-19,738.0
2017-02-20,747.0
2017-02-21,764.0
2017-02-22,783.0
2017-02-23,797.0
2017-02-24,809.0
2017-02-25,813.0
2017-02-26,813.0
2017-02-27,817.0
2017-02-28,825.0
2017-03-01,833.0
2017-03-02,840.0
2017-03-03,846.0
2017-03-04,849.0
2017-03-05,849.0
2017-03-06,852.0
2017-03-07,861.0
2017-03-08,868.0
2017-03-09,872.0
2017-03-10,874.0
2017-03-11,874.5
2017-03-12,874.5
2017-03-13,875.0
2017-03-14,877.0
2017-03-15,877.0
2017-03-16,877.0
2017-03-17,879.0
2017-03-18,881.5
2017-03-19,881.5
2017-03-20,884.0
2017-03-21,886.0
2017-03-22,888.0
2017-03-23,892.0
2017-03-24,896.0
2017-03-25,895.5
2017-03-26,895.5
2017-03-27,895.0
2017-03-28,893.0
2017-03-29,885.0
2017-03-30,882.0
2017-03-31,881.0
2017-04-01,881.5
2017-04-02,881.5
2017-04-03,882.0
2017-04-04,881.0
2017-04-05,880.0
2017-04-06,882.0
2017-04-07,886.0
2017-04-08,887.0
2017-04-09,887.0
2017-04-10,888.0
2017-04-11,891.0
2017-04-12,893.0
2017-04-13,899.0
2017-04-14,898.5
2017-04-15,898.5
2017-04-16,898.5
2017-04-17,898.5
2017-04-18,898.0
2017-04-19,900.0
2017-04-20,899.0
2017-04-21,895.0
2017-04-22,893.5
2017-04-23,893.5
2017-04-24,892.0
2017-04-25,887.0
2017-04-26,881.0
2017-04-27,870.0
2017-04-28,861.0
2017-04-29,855.0
2017-04-30,855.0
2017-05-01,855.0
2017-05-02,849.0
2017-05-03,835.0
2017-05-04,822.0
2017-05-05,811.0
2017-05-06,805.0
2017-05-07,805.0
2017-05-08,799.0
2017-05-09,794.0
2017-05-10,790.0
2017-05-11,787.0
2017-05-12,784.0
2017-05-13,783.0
2017-05-14,783.0
2017-05-15,782.0
2017-05-16,778.0
2017-05-17,771.0
2017-05-18,764.0
2017-05-19,759.0
2017-05-20,756.0
2017-05-21,756.0
2017-05-22,753.0
2017-05-23,746.0
2017-05-24,737.0
2017-05-25,728.0
2017-05-26,721.0
2017-05-27,716.5
2017-05-28,716.5
2017-05-29,716.5
2017-05-30,712.0
2017-05-31,698.0
2017-06-01,685.0
2017-06-02,674.0
2017-06-03,670.0
2017-06-04,670.0
2017-06-05,666.0
2017-06-06,658.0
2017-06-07,652.0
2017-06-08,649.0
2017-06-09,654.0
2017-06-10,656.0
2017-06-11,656.0
2017-06-12,658.0
2017-06-13,665.0
2017-06-14,679.0
2017-06-15,690.0
2017-06-16,701.0
2017-06-17,704.5
2017-06-18,704.5
2017-06-19,708.0
2017-06-20,717.0
2017-06-21,724.0
2017-06-22,734.0
2017-06-23,744.0
2017-06-24,747.0
2017-06-25,747.0
2017-06-26,750.0
2017-06-27,757.0
2017-06-28,761.0
2017-06-29,758.0
2017-06-30,754.0
2017-07-01,752.5
2017-07-02,752.5
2017-07-03,751.0
2017-07-04,747.0
2017-07-05,742.0
2017-07-06,735.0
2017-07-07,732.0
2017-07-08,730.5
2017-07-09,730.5
2017-07-10,729.0
2017-07-11,733.0
2017-07-12,744.0
2017-07-13,758.0
2017-07-14,769.0
2017-07-15,772.5
2017-07-16,772.5
2017-07-17,776.0
2017-07-18,786.0
2017-07-19,798.0
2017-07-20,807.0
2017-07-21,812.0
2017-07-22,813.0
2017-07-23,813.0
2017-07-24,814.0
2017-07-25,813.0
2017-07-26,807.0
2017-07-27,798.0
2017-07-28,789.0
2017-07-29,786.0
2017-07-30,786.0
2017-07-31,783.0
2017-08-01,779.0
2017-08-02,772.0
2017-08-03,767.0
2017-08-04,764.0
2017-08-05,763.0
2017-08-06,763.0
2017-08-07,762.0
2017-08-08,759.0
2017-08-09,756.0
2017-08-10,756.0
2017-08-11,759.0
2017-08-12,759.5
2017-08-13,759.5
2017-08-14,760.0
2017-08-15,765.0
2017-08-16,776.0
2017-08-17,791.0
2017-08-18,806.0
2017-08-19,811.5
2017-08-20,811.5
2017-08-21,817.0
2017-08-22,824.0
2017-08-23,833.0
2017-08-24,840.0
2017-08-25,845.0
2017-08-26,846.5
2017-08-27,846.5
2017-08-28,846.5
2017-08-29,848.0
2017-08-30,851.0
2017-08-31,853.0
2017-09-01,856.0
2017-09-02,858.0
2017-09-03,858.0
2017-09-04,860.0
2017-09-05,863.0
2017-09-06,868.0
2017-09-07,875.0
2017-09-08,888.0
2017-09-09,893.0
2017-09-10,893.0
2017-09-11,898.0
2017-09-12,908.0
2017-09-13,923.0
2017-09-14,950.0
2017-09-15,977.0
2017-09-16,987.0
2017-09-17,987.0
2017-09-18,997.0
2017-09-19,1017.0
2017-09-20,1033.0
2017-09-21,1050.0
2017-09-22,1061.0
2017-09-23,1064.5
2017-09-24,1064.5
2017-09-25,1068.0
2017-09-26,1065.0
2017-09-27,1054.0
2017-09-28,1041.0
2017-09-29,1021.0
2017-09-30,1013.5
2017-10-01,1013.5
2017-10-02,1006.0
2017-10-03,984.0
2017-10-04,968.0
2017-10-05,965.0
2017-10-06,971.0
2017-10-07,974.5
2017-10-08,974.5
2017-10-09,978.0
2017-10-10,996.0
2017-10-11,1020.0
2017-10-12,1050.0
2017-10-13,1069.0
2017-10-14,1075.5
2017-10-15,1075.5
2017-10-16,1082.0
2017-10-17,1094.0
2017-10-18,1105.0
2017-10-19,1116.0
2017-10-20,1126.0
2017-10-21,1127.0
2017-10-22,1127.0
2017-10-23,1128.0
2017-10-24,1130.0
2017-10-25,1129.0
2017-10-26,1117.0
2017-10-27,1100.0
2017-10-28,1090.5
2017-10-29,1090.5
2017-10-30,1081.0
2017-10-31,1060.0
2017-11-01,1043.0
2017-11-02,1027.0
2017-11-03,1014.0
2017-11-04,1007.5
2017-11-05,1007.5
2017-11-06,1001.0
2017-11-07,988.0
2017-11-08,961.0
2017-11-09,936.0
2017-11-10,912.0
2017-11-11,900.0
2017-11-12,900.0
2017-11-13,888.0
2017-11-14,872.0
2017-11-15,858.0
2017-11-16,849.0
2017-11-17,845.0
2017-11-18,847.5
2017-11-19,847.5
2017-11-20,850.0
2017-11-21,856.0
2017-11-22,875.0
2017-11-23,899.0
2017-11-24,914.0
2017-11-25,918.5
2017-11-26,918.5
2017-11-27,923.0
2017-11-28,929.0
2017-11-29,936.0
2017-11-30,941.0
2017-12-01,944.0
2017-12-02,944.0
2017-12-03,944.0
2017-12-04,944.0
2017-12-05,944.0
2017-12-06,945.0
2017-12-07,944.0
2017-12-08,943.0
2017-12-09,941.0
2017-12-10,941.0
2017-12-11,939.0
2017-12-12,942.0
2017-12-13,943.0
2017-12-14,944.0
2017-12-15,942.0
2017-12-16,942.5
2017-12-17,942.5
2017-12-18,943.0
2017-12-19,938.0
2017-12-20,933.0
2017-12-21,925.0
2017-12-22,914.0
2017-12-23,907.5
2017-12-24,907.5
2017-12-25,907.5
2017-12-26,907.5
2017-12-27,907.5
2017-12-28,907.5
2017-12-29,907.5
2017-12-30,907.5
2017-12-31,907.5
2018-01-01,907.5
2018-01-02,901.0
2018-01-03,894.0
2018-01-04,884.0
2018-01-05,884.0
2018-01-06,885.0
2018-01-07,885.0
2018-01-08,886.0
2018-01-09,889.0
2018-01-10,898.0
2018-01-11,902.0
2018-01-12,907.0
2018-01-13,907.5
2018-01-14,907.5
2018-01-15,908.0
2018-01-16,910.0
2018-01-17,910.0
2018-01-18,910.0
2018-01-19,911.0
2018-01-20,912.0
2018-01-21,912.0
2018-01-22,913.0
2018-01-23,911.0
2018-01-24,908.0
2018-01-25,904.0
2018-01-26,900.0
2018-01-27,897.5
2018-01-28,897.5
2018-01-29,895.0
2018-01-30,889.0
2018-01-31,884.0
2018-02-01,877.0
2018-02-02,872.0
2018-02-03,868.5
2018-02-04,868.5
2018-02-05,865.0
2018-02-06,857.0
2018-02-07,844.0
2018-02-08,833.0
2018-02-09,825.0
2018-02-10,822.0
2018-02-11,822.0
2018-02-12,819.0
2018-02-13,817.0
2018-02-14,823.0
2018-02-15,832.0
2018-02-16,837.0
2018-02-17,838.5
2018-02-18,838.5
2018-02-19,840.0
2018-02-20,847.0
2018-02-21,856.0
2018-02-22,871.0
2018-02-23,892.0
2018-02-24,905.5
2018-02-25,905.5
2018-02-26,919.0
2018-02-27,948.0
2018-02-28,973.0
2018-03-01,992.0
2018-03-02,1004.0
2018-03-03,1005.0
2018-03-04,1005.0
2018-03-05,1006.0
2018-03-06,1013.0
2018-03-07,1020.0
2018-03-08,1026.0
2018-03-09,1032.0
2018-03-10,1036.0
2018-03-11,1036.0
2018-03-12,1040.0
2018-03-13,1049.0
2018-03-14,1061.0
2018-03-15,1077.0
2018-03-16,1091.0
2018-03-17,1095.0
2018-03-18,1095.0
2018-03-19,1099.0
2018-03-20,1109.0
2018-03-21,1117.0
2018-03-22,1122.0
2018-03-23,1121.0
2018-03-24,1118.5
2018-03-25,1118.5
2018-03-26,1116.0
2018-03-27,1106.0
2018-03-28,1093.0
2018-03-29,1080.0
2018-03-30,1073.5
2018-03-31,1073.5
2018-04-01,1073.5
2018-04-02,1073.5
2018-04-03,1067.0
2018-04-04,1056.0
2018-04-05,1042.0
2018-04-06,1032.0
2018-04-07,1028.0
2018-04-08,1028.0
2018-04-09,1024.0
2018-04-10,1016.0
2018-04-11,1014.0
2018-04-12,1014.0
2018-04-13,1013.0
2018-04-14,1014.5
2018-04-15,1014.5
2018-04-16,1016.0
2018-04-17,1018.0
2018-04-18,1022.0
2018-04-19,1022.0
2018-04-20,1025.0
2018-04-21,1026.0
2018-04-22,1026.0
2018-04-23,1027.0
2018-04-24,1030.0
2018-04-25,1037.0
2018-04-26,1040.0
2018-04-27,1042.0
2018-04-28,1043.5
2018-04-29,1043.5
2018-04-30,1045.0
2018-05-01,1043.0
2018-05-02,1043.0
2018-05-03,1047.0
2018-05-04,1050.0
2018-05-05,1050.5
2018-05-06,1050.5
2018-05-07,1050.5
2018-05-08,1051.0
2018-05-09,1048.0
2018-05-10,1052.0
2018-05-11,1053.0
2018-05-12,1054.0
2018-05-13,1054.0
2018-05-14,1055.0
2018-05-15,1053.0
2018-05-16,1056.0
2018-05-17,1064.0
2018-05-18,1069.0
2018-05-19,1070.0
2018-05-20,1070.0
2018-05-21,1071.0
2018-05-22,1074.0
2018-05-23,1074.0
2018-05-24,1074.0
2018-05-25,1071.0
2018-05-26,1069.5
2018-05-27,1069.5
2018-05-28,1069.5
2018-05-29,1068.0
2018-05-30,1064.0
2018-05-31,1063.0
2018-06-01,1061.0
2018-06-02,1061.0
2018-06-03,1061.0
2018-06-04,1061.0
2018-06-05,1065.0
2018-06-06,1065.0
2018-06-07,1072.0
2018-06-08,1075.0
2018-06-09,1076.5
2018-06-10,1076.5
2018-06-11,1078.0
2018-06-12,1084.0
2018-06-13,1088.0
2018-06-14,1089.0
2018-06-15,1091.0
2018-06-16,1091.5
2018-06-17,1091.5
2018-06-18,1092.0
2018-06-19,1093.0
2018-06-20,1094.0
2018-06-21,1094.0
2018-06-22,1092.0
2018-06-23,1088.5
2018-06-24,1088.5
2018-06-25,1085.0
2018-06-26,1078.0
2018-06-27,1067.0
2018-06-28,1055.0
2018-06-29,1042.0
2018-06-30,1038.0
2018-07-01,1038.0
2018-07-02,1034.0
2018-07-03,1025.0
2018-07-04,1017.0
2018-07-05,1005.0
2018-07-06,999.0
2018-07-07,998.0
2018-07-08,998.0
2018-07-09,997.0
2018-07-10,994.0
2018-07-11,992.0
2018-07-12,994.0
2018-07-13,995.0
2018-07-14,996.5
2018-07-15,996.5
2018-07-16,998.0
2018-07-17,1003.0
2018-07-18,1008.0
2018-07-19,1016.0
2018-07-20,1023.0
2018-07-21,1025.5
2018-07-22,1025.5
2018-07-23,1028.0
2018-07-24,1030.0
2018-07-25,1033.0
2018-07-26,1034.0
2018-07-27,1035.0
2018-07-28,1035.0
2018-07-29,1035.0
2018-07-30,1035.0
2018-07-31,1035.0
2018-08-01,1036.0
2018-08-02,1032.0
2018-08-03,1030.0
2018-08-04,1030.0
2018-08-05,1030.0
2018-08-06,1030.0
2018-08-07,1032.0
2018-08-08,1035.0
2018-08-09,1036.0
2018-08-10,1039.0
2018-08-11,1039.5
2018-08-12,1039.5
2018-08-13,1040.0
2018-08-14,1042.0
2018-08-15,1045.0
2018-08-16,1050.0
2018-08-17,1056.0
2018-08-18,1059.0
2018-08-19,1059.0
2018-08-20,1062.0
2018-08-21,1069.0
2018-08-22,1078.0
2018-08-23,1087.0
2018-08-24,1095.0
2018-08-25,1102.5
2018-08-26,1102.5
2018-08-27,1102.5
2018-08-28,1110.0
2018-08-29,1121.0
2018-08-30,1128.0
2018-08-31,1132.0
2018-09-01,1132.5
2018-09-02,1132.5
2018-09-03,1133.0
2018-09-04,1135.0
2018-09-05,1135.0
2018-09-06,1135.0
2018-09-07,1134.0
2018-09-08,1135.0
2018-09-09,1135.0
2018-09-10,1136.0
2018-09-11,1135.0
2018-09-12,1134.0
2018-09-13,1132.0
2018-09-14,1134.0
2018-09-15,1136.0
2018-09-16,1136.0
2018-09-17,1138.0
2018-09-18,1151.0
2018-09-19,1159.0
2018-09-20,1169.0
2018-09-21,1175.0
2018-09-22,1180.0
2018-09-23,1180.0
2018-09-24,1185.0
2018-09-25,1190.0
2018-09-26,1194.0
2018-09-27,1195.0
2018-09-28,1194.0
2018-09-29,1193.5
2018-09-30,1193.5
2018-10-01,1193.0
2018-10-02,1189.0
2018-10-03,1190.0
2018-10-04,1192.0
2018-10-05,1197.0
2018-10-06,1199.0
2018-10-07,1199.0
2018-10-08,1201.0
2018-10-09,1203.0
2018-10-10,1205.0
2018-10-11,1207.0
2018-10-12,1204.0
2018-10-13,1202.0
2018-10-14,1202.0
2018-10-15,1200.0
2018-10-16,1196.0
2018-10-17,1192.0
2018-10-18,1181.0
2018-10-19,1170.0
2018-10-20,1166.5
2018-10-21,1166.5
2018-10-22,1163.0
2018-10-23,1156.0
2018-10-24,1144.0
2018-10-25,1132.0
2018-10-26,1117.0
2018-10-27,1111.5
2018-10-28,1111.5
2018-10-29,1106.0
2018-10-30,1087.0
2018-10-31,1073.0
2018-11-01,1061.0
2018-11-02,1051.0
2018-11-03,1046.0
2018-11-04,1046.0
2018-11-05,1041.0
2018-11-06,1033.0
2018-11-07,1021.0
2018-11-08,1013.0
2018-11-09,1003.0
2018-11-10,998.5
2018-11-11,998.5
2018-11-12,994.0
2018-11-13,986.0
2018-11-14,982.0
2018-11-15,970.0
2018-11-16,969.0
2018-11-17,966.5
2018-11-18,966.5
2018-11-19,964.0
2018-11-20,963.0
2018-11-21,959.0
2018-11-22,956.0
2018-11-23,952.0
2018-11-24,949.5
2018-11-25,949.5
2018-11-26,947.0
2018-11-27,943.0
2018-11-28,942.0
2018-11-29,945.0
2018-11-30,944.0
2018-12-01,944.5
2018-12-02,944.5
2018-12-03,945.0
2018-12-04,949.0
2018-12-05,950.0
2018-12-06,951.0
2018-12-07,953.0
2018-12-08,954.0
2018-12-09,954.0
2018-12-10,955.0
2018-12-11,958.0
2018-12-12,963.0
2018-12-13,968.0
2018-12-14,974.0
2018-12-15,976.0
2018-12-16,976.0
2018-12-17,978.0
2018-12-18,977.0
2018-12-19,979.0
2018-12-20,979.0
2018-12-21,977.0
2018-12-22,976.0
2018-12-23,976.0
2018-12-24,975.0
2018-12-25,971.0
2018-12-26,971.0
2018-12-27,971.0
2018-12-28,971.0
2018-12-29,971.0
2018-12-30,971.0
2018-12-31,971.0
2019-01-01,971.0
2019-01-02,967.0
2019-01-03,958.0
2019-01-04,946.0
2019-01-05,939.5
2019-01-06,939.5
2019-01-07,933.0
2019-01-08,918.0
2019-01-09,893.0
2019-01-10,870.0
2019-01-11,842.0
2019-01-12,828.0
2019-01-13,828.0
2019-01-14,814.0
2019-01-15,785.0
2019-01-16,755.0
2019-01-17,729.0
2019-01-18,701.0
2019-01-19,690.5
2019-01-20,690.5
2019-01-21,680.0
2019-01-22,660.0
2019-01-23,638.0
2019-01-24,607.0
2019-01-25,576.0
2019-01-26,564.0
2019-01-27,564.0
2019-01-28,552.0
2019-01-29,526.0
2019-01-30,498.0
2019-01-31,472.0
2019-02-01,450.0
2019-02-02,444.0
2019-02-03,444.0
2019-02-04,438.0
2019-02-05,423.0
2019-02-06,415.0
2019-02-07,414.0
2019-02-08,415.0
2019-02-09,422.0
2019-02-10,422.0
2019-02-11,429.0
2019-02-12,454.0
2019-02-13,478.0
2019-02-14,526.0
2019-02-15,560.0
2019-02-16,577.0
2019-02-17,577.0
2019-02-18,594.0
2019-02-19,625.0
2019-02-20,649.0
2019-02-21,686.0
2019-02-22,707.0
2019-02-23,714.0
2019-02-24,714.0
2019-02-25,721.0
2019-02-26,729.0
2019-02-27,738.0
2019-02-28,749.0
2019-03-01,759.0
2019-03-02,763.0
2019-03-03,763.0
2019-03-04,767.0
2019-03-05,776.0
2019-03-06,783.0
2019-03-07,790.0
2019-03-08,790.0
2019-03-09,790.0
2019-03-10,790.0
2019-03-11,790.0
2019-03-12,789.0
2019-03-13,789.0
2019-03-14,786.0
2019-03-15,786.0
2019-03-16,786.5
2019-03-17,786.5
2019-03-18,787.0
2019-03-19,789.0
2019-03-20,796.0
2019-03-21,813.0
2019-03-22,826.0
2019-03-23,828.0
2019-03-24,828.0
2019-03-25,830.0
2019-03-26,833.0
2019-03-27,831.0
2019-03-28,823.0
2019-03-29,813.0
2019-03-30,810.0
2019-03-31,810.0
2019-04-01,807.0
2019-04-02,795.0
2019-04-03,775.0
2019-04-04,757.0
2019-04-05,742.0
2019-04-06,737.5
2019-04-07,737.5
2019-04-08,733.0
2019-04-09,726.0
2019-04-10,718.0
2019-04-11,715.0
2019-04-12,711.0
2019-04-13,712.5
2019-04-14,712.5
2019-04-15,714.0
2019-04-16,718.0
2019-04-17,726.0
2019-04-18,732.0
2019-04-19,741.5
2019-04-20,741.5
2019-04-21,741.5
2019-04-22,741.5
2019-04-23,751.0
2019-04-24,773.0
2019-04-25,781.0
2019-04-26,780.0
2019-04-27,778.5
2019-04-28,778.5
2019-04-29,777.0
2019-04-30,768.0
2019-05-01,763.0
2019-05-02,755.0
2019-05-03,752.0
2019-05-04,756.5
