Date,usd_jpy
2015-11-29,122.97
2015-11-30,123.1
2015-12-01,122.87
2015-12-02,123.25
2015-12-03,122.61
2015-12-04,123.17
2015-12-05,123.275
2015-12-06,123.275
2015-12-07,123.38
2015-12-08,122.92
2015-12-09,121.44
2015-12-10,121.6
2015-12-11,120.86
2015-12-12,120.945
2015-12-13,120.945
2015-12-14,121.03
2015-12-15,121.68
2015-12-16,122.22
2015-12-17,122.56
2015-12-18,121.22
2015-12-19,121.205
2015-12-20,121.205
2015-12-21,121.19
2015-12-22,121.08
2015-12-23,120.93
2015-12-24,120.44
2015-12-25,120.42
2015-12-26,120.41499999999999
2015-12-27,120.41499999999999
2015-12-28,120.41
2015-12-29,120.47
2015-12-30,120.52
2015-12-31,120.32
2016-01-01,120.33
2016-01-02,119.88499999999999
2016-01-03,119.88499999999999
2016-01-04,119.44
2016-01-05,119.06
2016-01-06,118.47
2016-01-07,117.68
2016-01-08,117.45
2016-01-09,117.61
2016-01-10,117.61
2016-01-11,117.77
2016-01-12,117.64
2016-01-13,117.69
2016-01-14,118.05
2016-01-15,117.06
2016-01-16,117.2
2016-01-17,117.2
2016-01-18,117.34
2016-01-19,117.64
2016-01-20,116.94
2016-01-21,117.7
2016-01-22,118.78
2016-01-23,118.53999999999999
2016-01-24,118.53999999999999
2016-01-25,118.3
2016-01-26,118.42
2016-01-27,118.67
2016-01-28,118.83
2016-01-29,121.06
2016-01-30,121.02000000000001
2016-01-31,121.02000000000001
2016-02-01,120.98
2016-02-02,119.97
2016-02-03,117.92
2016-02-04,116.77
2016-02-05,116.9
2016-02-06,116.37
2016-02-07,116.37
2016-02-08,115.84
2016-02-09,115.11
2016-02-10,113.34
2016-02-11,112.42
2016-02-12,113.22
2016-02-13,113.9
2016-02-14,113.9
2016-02-15,114.58
2016-02-16,114.08
2016-02-17,114.11
2016-02-18,113.25
2016-02-19,112.57
2016-02-20,112.745
2016-02-21,112.745
2016-02-22,112.92
2016-02-23,112.11
2016-02-24,112.19
2016-02-25,113.0
2016-02-26,114.0
2016-02-27,113.345
2016-02-28,113.345
2016-02-29,112.69
2016-03-01,114.01
2016-03-02,113.48
2016-03-03,113.69
2016-03-04,113.76
2016-03-05,113.61500000000001
2016-03-06,113.61500000000001
2016-03-07,113.47
2016-03-08,112.61
2016-03-09,113.34
2016-03-10,113.19
2016-03-11,113.81
2016-03-12,113.82
2016-03-13,113.82
2016-03-14,113.83
2016-03-15,113.19
2016-03-16,112.59
2016-03-17,111.39
2016-03-18,111.57
2016-03-19,111.755
2016-03-20,111.755
2016-03-21,111.94
2016-03-22,112.38
2016-03-23,112.38
2016-03-24,112.91
2016-03-25,113.07
2016-03-26,113.25999999999999
2016-03-27,113.25999999999999
2016-03-28,113.45
2016-03-29,112.69
2016-03-30,112.42
2016-03-31,112.58
2016-04-01,111.67
2016-04-02,111.5
2016-04-03,111.5
2016-04-04,111.33
2016-04-05,110.33
2016-04-06,109.8
2016-04-07,108.22
2016-04-08,108.06
2016-04-09,108.0
2016-04-10,108.0
2016-04-11,107.94
2016-04-12,108.55
2016-04-13,109.34
2016-04-14,109.4
2016-04-15,108.77
2016-04-16,108.8
2016-04-17,108.8
2016-04-18,108.83
2016-04-19,109.2
2016-04-20,109.84
2016-04-21,109.45
2016-04-22,111.79
2016-04-23,111.495
2016-04-24,111.495
2016-04-25,111.2
2016-04-26,111.31
2016-04-27,111.47
2016-04-28,108.11
2016-04-29,106.36
2016-04-30,106.39
2016-05-01,106.39
2016-05-02,106.42
2016-05-03,106.61
2016-05-04,107.02
2016-05-05,107.25
2016-05-06,107.12
2016-05-07,107.725
2016-05-08,107.725
2016-05-09,108.33
2016-05-10,109.27
2016-05-11,108.42
2016-05-12,109.03
2016-05-13,108.61
2016-05-14,108.82
2016-05-15,108.82
2016-05-16,109.03
2016-05-17,109.14
2016-05-18,110.19
2016-05-19,109.97
2016-05-20,110.15
2016-05-21,109.69
2016-05-22,109.69
2016-05-23,109.23
2016-05-24,109.99
2016-05-25,110.19
2016-05-26,109.77
2016-05-27,110.23
2016-05-28,110.68
2016-05-29,110.68
2016-05-30,111.13
2016-05-31,110.71
2016-06-01,109.53
2016-06-02,108.86
2016-06-03,106.53
2016-06-04,107.045
2016-06-05,107.045
2016-06-06,107.56
2016-06-07,107.36
2016-06-08,106.98
2016-06-09,107.09
2016-06-10,106.98
2016-06-11,106.61500000000001
2016-06-12,106.61500000000001
2016-06-13,106.25
2016-06-14,106.11
2016-06-15,106.02
2016-06-16,104.25
2016-06-17,104.12
2016-06-18,104.03
2016-06-19,104.03
2016-06-20,103.94
2016-06-21,104.75
2016-06-22,104.41
2016-06-23,106.16
2016-06-24,102.23
2016-06-25,102.11500000000001
2016-06-26,102.11500000000001
2016-06-27,102.0
2016-06-28,102.76
2016-06-29,102.83
2016-06-30,103.29
2016-07-01,102.53
2016-07-02,102.545
2016-07-03,102.545
2016-07-04,102.56
2016-07-05,101.72
2016-07-06,101.33
2016-07-07,100.78
2016-07-08,100.55
2016-07-09,101.68
2016-07-10,101.68
2016-07-11,102.81
2016-07-12,104.69
2016-07-13,104.5
2016-07-14,105.34
2016-07-15,104.84
2016-07-16,105.5
2016-07-17,105.5
2016-07-18,106.16
2016-07-19,106.12
2016-07-20,106.84
2016-07-21,105.81
2016-07-22,106.08
2016-07-23,105.93
2016-07-24,105.93
2016-07-25,105.78
2016-07-26,104.66
2016-07-27,105.4
2016-07-28,105.27
2016-07-29,102.06
2016-07-30,102.225
2016-07-31,102.225
2016-08-01,102.39
2016-08-02,100.89
2016-08-03,101.23
2016-08-04,101.22
2016-08-05,101.81
2016-08-06,102.125
2016-08-07,102.125
2016-08-08,102.44
2016-08-09,101.89
2016-08-10,101.28
2016-08-11,101.95
2016-08-12,101.31
2016-08-13,101.28
2016-08-14,101.28
2016-08-15,101.25
2016-08-16,100.31
2016-08-17,100.27
2016-08-18,99.89
2016-08-19,100.22
2016-08-20,100.275
2016-08-21,100.275
2016-08-22,100.33
2016-08-23,100.25
2016-08-24,100.44
2016-08-25,100.53
2016-08-26,101.83
2016-08-27,101.875
2016-08-28,101.875
2016-08-29,101.92
2016-08-30,102.97
2016-08-31,103.42
2016-09-01,103.25
2016-09-02,103.99
2016-09-03,103.715
2016-09-04,103.715
2016-09-05,103.44
2016-09-06,102.02
2016-09-07,101.73
2016-09-08,102.5
2016-09-09,102.69
2016-09-10,102.275
2016-09-11,102.275
2016-09-12,101.86
2016-09-13,102.56
2016-09-14,102.42
2016-09-15,102.09
2016-09-16,102.3
2016-09-17,102.12
2016-09-18,102.12
2016-09-19,101.94
2016-09-20,101.71
2016-09-21,100.31
2016-09-22,100.75
2016-09-23,101.0
2016-09-24,100.66499999999999
2016-09-25,100.66499999999999
2016-09-26,100.33
2016-09-27,100.44
2016-09-28,100.67
2016-09-29,101.03
2016-09-30,101.34
2016-10-01,101.49000000000001
2016-10-02,101.49000000000001
2016-10-03,101.64
2016-10-04,102.89
2016-10-05,103.5
2016-10-06,103.94
2016-10-07,102.92
2016-10-08,103.265
2016-10-09,103.265
2016-10-10,103.61
2016-10-11,103.52
2016-10-12,104.2
2016-10-13,103.69
2016-10-14,104.19
2016-10-15,104.03999999999999
2016-10-16,104.03999999999999
2016-10-17,103.89
2016-10-18,103.86
2016-10-19,103.44
2016-10-20,103.95
2016-10-21,103.83
2016-10-22,104.00999999999999
2016-10-23,104.00999999999999
2016-10-24,104.19
2016-10-25,104.23
2016-10-26,104.47
2016-10-27,105.29
2016-10-28,104.7
2016-10-29,104.75999999999999
2016-10-30,104.75999999999999
2016-10-31,104.82
2016-11-01,104.16
2016-11-02,103.31
2016-11-03,102.98
2016-11-04,103.14
2016-11-05,103.805
2016-11-06,103.805
2016-11-07,104.47
2016-11-08,105.16
2016-11-09,105.67
2016-11-10,106.83
2016-11-11,106.68
2016-11-12,107.55000000000001
2016-11-13,107.55000000000001
2016-11-14,108.42
2016-11-15,109.17
2016-11-16,109.08
2016-11-17,110.11
2016-11-18,110.95
2016-11-19,110.89
2016-11-20,110.89
2016-11-21,110.83
2016-11-22,111.12
2016-11-23,112.52
2016-11-24,113.34
2016-11-25,113.08
2016-11-26,112.50999999999999
2016-11-27,112.50999999999999
2016-11-28,111.94
2016-11-29,112.39
2016-11-30,114.47
2016-12-01,114.09
2016-12-02,113.58
2016-12-03,113.71000000000001
2016-12-04,113.71000000000001
2016-12-05,113.84
2016-12-06,114.02
2016-12-07,113.77
2016-12-08,114.03
2016-12-09,115.4
2016-12-10,115.215
2016-12-11,115.215
2016-12-12,115.03
2016-12-13,115.19
2016-12-14,117.05
2016-12-15,118.17
2016-12-16,117.99
2016-12-17,117.535
2016-12-18,117.535
2016-12-19,117.08
2016-12-20,117.88
2016-12-21,117.55
2016-12-22,117.54
2016-12-23,117.35
2016-12-24,117.22
2016-12-25,117.22
2016-12-26,117.09
2016-12-27,117.42
2016-12-28,117.25
2016-12-29,116.55
2016-12-30,116.89
2016-12-31,117.21000000000001
2017-01-01,117.21000000000001
2017-01-02,117.53
2017-01-03,117.75
2017-01-04,117.27
2017-01-05,115.36
2017-01-06,116.92
2017-01-07,116.475
2017-01-08,116.475
2017-01-09,116.03
2017-01-10,115.77
2017-01-11,115.41
2017-01-12,114.72
2017-01-13,114.53
2017-01-14,114.36500000000001
2017-01-15,114.36500000000001
2017-01-16,114.2
2017-01-17,112.64
2017-01-18,114.67
2017-01-19,114.87
2017-01-20,114.62
2017-01-21,113.66
2017-01-22,113.66
2017-01-23,112.7
2017-01-24,113.8
2017-01-25,113.28
2017-01-26,114.53
2017-01-27,115.08
2017-01-28,114.43
2017-01-29,114.43
2017-01-30,113.78
2017-01-31,112.8
2017-02-01,113.25
2017-02-02,112.81
2017-02-03,112.7
2017-02-04,112.225
2017-02-05,112.225
2017-02-06,111.75
2017-02-07,112.39
2017-02-08,111.94
2017-02-09,113.25
2017-02-10,113.22
2017-02-11,113.485
2017-02-12,113.485
2017-02-13,113.75
2017-02-14,114.26
2017-02-15,114.17
2017-02-16,113.23
2017-02-17,112.88
2017-02-18,112.99
2017-02-19,112.99
2017-02-20,113.1
2017-02-21,113.69
2017-02-22,113.3
2017-02-23,112.59
2017-02-24,112.19
2017-02-25,112.445
2017-02-26,112.445
2017-02-27,112.7
2017-02-28,112.78
2017-03-01,113.73
2017-03-02,114.41
2017-03-03,114.02
2017-03-04,113.955
2017-03-05,113.955
2017-03-06,113.89
2017-03-07,113.98
2017-03-08,114.35
2017-03-09,114.94
2017-03-10,114.75
2017-03-11,114.815
2017-03-12,114.815
2017-03-13,114.88
2017-03-14,114.75
2017-03-15,113.38
2017-03-16,113.31
2017-03-17,112.72
2017-03-18,112.64
2017-03-19,112.64
2017-03-20,112.56
2017-03-21,111.72
2017-03-22,111.16
2017-03-23,110.94
2017-03-24,111.34
2017-03-25,111.0
2017-03-26,111.0
2017-03-27,110.66
2017-03-28,111.16
2017-03-29,111.05
2017-03-30,111.92
2017-03-31,111.39
2017-04-01,111.14
2017-04-02,111.14
2017-04-03,110.89
2017-04-04,110.75
2017-04-05,110.7
2017-04-06,110.81
2017-04-07,111.07
2017-04-08,111.005
2017-04-09,111.005
2017-04-10,110.94
2017-04-11,109.62
2017-04-12,109.03
2017-04-13,109.09
2017-04-14,108.64
2017-04-15,108.775
2017-04-16,108.775
2017-04-17,108.91
2017-04-18,108.42
2017-04-19,108.86
2017-04-20,109.32
2017-04-21,109.08
2017-04-22,109.425
2017-04-23,109.425
2017-04-24,109.77
2017-04-25,111.09
2017-04-26,111.06
2017-04-27,111.27
2017-04-28,111.55
2017-04-29,111.695
2017-04-30,111.695
2017-05-01,111.84
2017-05-02,111.98
2017-05-03,112.75
2017-05-04,112.46
2017-05-05,112.72
2017-05-06,112.985
2017-05-07,112.985
2017-05-08,113.25
2017-05-09,113.98
2017-05-10,114.28
2017-05-11,113.86
2017-05-12,113.34
2017-05-13,113.56
2017-05-14,113.56
2017-05-15,113.78
2017-05-16,113.12
2017-05-17,110.82
2017-05-18,111.5
2017-05-19,111.28
2017-05-20,111.28999999999999
2017-05-21,111.28999999999999
2017-05-22,111.3
2017-05-23,111.78
2017-05-24,111.5
2017-05-25,111.83
2017-05-26,111.34
2017-05-27,111.30000000000001
2017-05-28,111.30000000000001
2017-05-29,111.26
2017-05-30,110.85
2017-05-31,110.78
2017-06-01,111.36
2017-06-02,110.42
2017-06-03,110.445
2017-06-04,110.445
2017-06-05,110.47
2017-06-06,109.41
2017-06-07,109.81
2017-06-08,110.0
2017-06-09,110.34
2017-06-10,110.14
2017-06-11,110.14
2017-06-12,109.94
2017-06-13,110.07
2017-06-14,109.58
2017-06-15,110.94
2017-06-16,110.86
2017-06-17,111.195
2017-06-18,111.195
2017-06-19,111.53
2017-06-20,111.44
2017-06-21,111.38
2017-06-22,111.33
2017-06-23,111.29
2017-06-24,111.565
2017-06-25,111.565
2017-06-26,111.84
2017-06-27,112.36
2017-06-28,112.3
2017-06-29,112.18
2017-06-30,112.38
2017-07-01,112.88499999999999
2017-07-02,112.88499999999999
2017-07-03,113.39
2017-07-04,113.28
2017-07-05,113.27
2017-07-06,113.22
2017-07-07,113.89
2017-07-08,113.965
2017-07-09,113.965
2017-07-10,114.04
2017-07-11,113.94
2017-07-12,113.16
2017-07-13,113.28
2017-07-14,112.53
2017-07-15,112.58500000000001
2017-07-16,112.58500000000001
2017-07-17,112.64
2017-07-18,112.08
2017-07-19,111.97
2017-07-20,111.91
2017-07-21,111.12
2017-07-22,111.11500000000001
2017-07-23,111.11500000000001
2017-07-24,111.11
2017-07-25,111.89
2017-07-26,111.17
2017-07-27,111.25
2017-07-28,110.67
2017-07-29,110.46000000000001
2017-07-30,110.46000000000001
2017-07-31,110.25
2017-08-01,110.36
2017-08-02,110.73
2017-08-03,110.05
2017-08-04,110.69
2017-08-05,110.72
2017-08-06,110.72
2017-08-07,110.75
2017-08-08,110.31
2017-08-09,110.08
2017-08-10,109.22
2017-08-11,109.19
2017-08-12,109.41499999999999
2017-08-13,109.41499999999999
2017-08-14,109.64
2017-08-15,110.67
2017-08-16,110.19
2017-08-17,109.57
2017-08-18,109.19
2017-08-19,109.08500000000001
2017-08-20,109.08500000000001
2017-08-21,108.98
2017-08-22,109.57
2017-08-23,109.03
2017-08-24,109.56
2017-08-25,109.36
2017-08-26,109.305
2017-08-27,109.305
2017-08-28,109.25
2017-08-29,109.75
2017-08-30,110.23
2017-08-31,109.97
2017-09-01,110.27
2017-09-02,110.005
2017-09-03,110.005
2017-09-04,109.74
2017-09-05,108.81
2017-09-06,109.23
2017-09-07,108.45
2017-09-08,107.84
2017-09-09,108.625
2017-09-10,108.625
2017-09-11,109.41
2017-09-12,110.17
2017-09-13,110.48
2017-09-14,110.23
2017-09-15,110.84
2017-09-16,111.205
2017-09-17,111.205
2017-09-18,111.57
2017-09-19,111.59
2017-09-20,112.22
2017-09-21,112.47
2017-09-22,111.98
2017-09-23,111.855
2017-09-24,111.855
2017-09-25,111.73
2017-09-26,112.23
2017-09-27,112.83
2017-09-28,112.34
2017-09-29,112.49
2017-09-30,112.63
2017-10-01,112.63
2017-10-02,112.77
2017-10-03,112.86
2017-10-04,112.75
2017-10-05,112.82
2017-10-06,112.64
2017-10-07,112.655
2017-10-08,112.655
2017-10-09,112.67
2017-10-10,112.45
2017-10-11,112.5
2017-10-12,112.28
2017-10-13,111.86
2017-10-14,112.025
2017-10-15,112.025
2017-10-16,112.19
2017-10-17,112.2
2017-10-18,112.94
2017-10-19,112.55
2017-10-20,113.52
2017-10-21,113.47999999999999
2017-10-22,113.47999999999999
2017-10-23,113.44
2017-10-24,113.9
2017-10-25,113.75
2017-10-26,113.98
2017-10-27,113.69
2017-10-28,113.44
2017-10-29,113.44
2017-10-30,113.19
2017-10-31,113.64
2017-11-01,114.17
2017-11-02,114.09
2017-11-03,114.08
2017-11-04,113.89
2017-11-05,113.89
2017-11-06,113.7
2017-11-07,114.02
2017-11-08,113.88
2017-11-09,113.47
2017-11-10,113.53
2017-11-11,113.575
2017-11-12,113.575
2017-11-13,113.62
2017-11-14,113.45
2017-11-15,112.88
2017-11-16,113.06
2017-11-17,112.08
2017-11-18,112.35
2017-11-19,112.35
2017-11-20,112.62
2017-11-21,112.44
2017-11-22,111.22
2017-11-23,111.22
2017-11-24,111.55
2017-11-25,111.32
2017-11-26,111.32
2017-11-27,111.09
2017-11-28,111.48
2017-11-29,111.93
2017-11-30,112.53
2017-12-01,112.11
2017-12-02,112.265
2017-12-03,112.265
2017-12-04,112.42
2017-12-05,112.59
2017-12-06,112.3
2017-12-07,113.08
2017-12-08,113.48
2017-12-09,113.52000000000001
2017-12-10,113.52000000000001
2017-12-11,113.56
2017-12-12,113.55
2017-12-13,112.55
2017-12-14,112.39
2017-12-15,112.58
2017-12-16,112.565
2017-12-17,112.565
2017-12-18,112.55
2017-12-19,112.89
2017-12-20,113.39
2017-12-21,113.33
2017-12-22,113.27
2017-12-23,113.275
2017-12-24,113.275
2017-12-25,113.28
2017-12-26,113.23
2017-12-27,113.36
2017-12-28,112.89
2017-12-29,112.69
2017-12-30,112.675
2017-12-31,112.675
2018-01-01,112.66
2018-01-02,112.3
2018-01-03,112.5
2018-01-04,112.75
2018-01-05,113.08
2018-01-06,113.08500000000001
2018-01-07,113.08500000000001
2018-01-08,113.09
2018-01-09,112.66
2018-01-10,111.44
2018-01-11,111.25
2018-01-12,111.04
2018-01-13,110.79
2018-01-14,110.79
2018-01-15,110.54
2018-01-16,110.45
2018-01-17,111.28
2018-01-18,111.11
2018-01-19,110.78
2018-01-20,110.85
2018-01-21,110.85
2018-01-22,110.92
2018-01-23,110.31
2018-01-24,109.22
2018-01-25,109.41
2018-01-26,108.72
2018-01-27,108.83500000000001
2018-01-28,108.83500000000001
2018-01-29,108.95
2018-01-30,108.78
2018-01-31,109.19
2018-02-01,109.41
2018-02-02,110.11
2018-02-03,109.61
2018-02-04,109.61
2018-02-05,109.11
2018-02-06,109.56
2018-02-07,109.33
2018-02-08,108.75
2018-02-09,108.8
2018-02-10,108.72999999999999
2018-02-11,108.72999999999999
2018-02-12,108.66
2018-02-13,107.83
2018-02-14,107.02
2018-02-15,106.12
2018-02-16,106.31
2018-02-17,106.455
2018-02-18,106.455
2018-02-19,106.6
2018-02-20,107.33
2018-02-21,107.78
2018-02-22,106.75
2018-02-23,106.89
2018-02-24,106.91499999999999
2018-02-25,106.91499999999999
2018-02-26,106.94
2018-02-27,107.33
2018-02-28,106.67
2018-03-01,106.24
2018-03-02,105.75
2018-03-03,105.975
2018-03-04,105.975
2018-03-05,106.2
2018-03-06,106.12
2018-03-07,106.08
2018-03-08,106.2
2018-03-09,106.8
2018-03-10,106.61
2018-03-11,106.61
2018-03-12,106.42
2018-03-13,106.58
2018-03-14,106.33
2018-03-15,106.34
2018-03-16,106.02
2018-03-17,106.055
2018-03-18,106.055
2018-03-19,106.09
2018-03-20,106.53
2018-03-21,106.06
2018-03-22,105.28
2018-03-23,104.74
2018-03-24,105.07499999999999
2018-03-25,105.07499999999999
2018-03-26,105.41
2018-03-27,105.34
2018-03-28,106.86
2018-03-29,106.43
2018-03-30,106.28
2018-03-31,106.08500000000001
2018-04-01,106.08500000000001
2018-04-02,105.89
2018-04-03,106.61
2018-04-04,106.78
2018-04-05,107.38
2018-04-06,106.93
2018-04-07,106.85
2018-04-08,106.85
2018-04-09,106.77
2018-04-10,107.2
2018-04-11,106.8
2018-04-12,107.33
2018-04-13,107.34
2018-04-14,107.225
2018-04-15,107.225
2018-04-16,107.11
2018-04-17,107.0
2018-04-18,107.23
2018-04-19,107.38
2018-04-20,107.67
2018-04-21,108.19
2018-04-22,108.19
2018-04-23,108.71
2018-04-24,108.82
2018-04-25,109.42
2018-04-26,109.31
2018-04-27,109.05
2018-04-28,109.19
2018-04-29,109.19
2018-04-30,109.33
2018-05-01,109.86
2018-05-02,109.84
2018-05-03,109.19
2018-05-04,109.12
2018-05-05,109.105
2018-05-06,109.105
2018-05-07,109.09
2018-05-08,109.12
2018-05-09,109.75
2018-05-10,109.39
2018-05-11,109.39
2018-05-12,109.525
2018-05-13,109.525
2018-05-14,109.66
2018-05-15,110.35
2018-05-16,110.39
2018-05-17,110.77
2018-05-18,110.75
2018-05-19,110.905
2018-05-20,110.905
2018-05-21,111.06
2018-05-22,110.89
2018-05-23,110.08
2018-05-24,109.25
2018-05-25,109.39
2018-05-26,109.405
2018-05-27,109.405
2018-05-28,109.42
2018-05-29,108.77
2018-05-30,108.91
2018-05-31,108.82
2018-06-01,109.55
2018-06-02,109.68
2018-06-03,109.68
2018-06-04,109.81
2018-06-05,109.8
2018-06-06,110.17
2018-06-07,109.7
2018-06-08,109.55
2018-06-09,109.78999999999999
2018-06-10,109.78999999999999
2018-06-11,110.03
2018-06-12,110.38
2018-06-13,110.34
2018-06-14,110.63
2018-06-15,110.67
2018-06-16,110.61
2018-06-17,110.61
2018-06-18,110.55
2018-06-19,110.06
2018-06-20,110.36
2018-06-21,110.0
2018-06-22,109.97
2018-06-23,109.875
2018-06-24,109.875
2018-06-25,109.78
2018-06-26,110.06
2018-06-27,110.26
2018-06-28,110.5
2018-06-29,110.68
2018-06-30,110.785
2018-07-01,110.785
2018-07-02,110.89
2018-07-03,110.59
2018-07-04,110.47
2018-07-05,110.62
2018-07-06,110.46
2018-07-07,110.655
2018-07-08,110.655
2018-07-09,110.85
2018-07-10,111.0
2018-07-11,112.02
2018-07-12,112.56
2018-07-13,112.38
2018-07-14,112.34
2018-07-15,112.34
2018-07-16,112.3
2018-07-17,112.87
2018-07-18,112.86
2018-07-19,112.47
2018-07-20,111.41
2018-07-21,111.375
2018-07-22,111.375
2018-07-23,111.34
2018-07-24,111.2
2018-07-25,110.97
2018-07-26,111.22
2018-07-27,111.05
2018-07-28,111.06
2018-07-29,111.06
2018-07-30,111.07
2018-07-31,111.88
2018-08-01,111.72
2018-08-02,111.66
2018-08-03,111.27
2018-08-04,111.34
2018-08-05,111.34
2018-08-06,111.41
2018-08-07,111.39
2018-08-08,110.98
2018-08-09,111.08
2018-08-10,110.94
2018-08-11,110.83500000000001
2018-08-12,110.83500000000001
2018-08-13,110.73
2018-08-14,111.16
2018-08-15,110.75
2018-08-16,110.89
2018-08-17,110.5
2018-08-18,110.285
2018-08-19,110.285
2018-08-20,110.07
2018-08-21,110.31
2018-08-22,110.56
2018-08-23,111.3
2018-08-24,111.23
2018-08-25,111.155
2018-08-26,111.155
2018-08-27,111.08
2018-08-28,111.19
2018-08-29,111.67
2018-08-30,110.98
2018-08-31,111.04
2018-09-01,111.06
2018-09-02,111.06
2018-09-03,111.08
2018-09-04,111.45
2018-09-05,111.53
2018-09-06,110.75
2018-09-07,111.08
2018-09-08,111.1
2018-09-09,111.1
2018-09-10,111.12
2018-09-11,111.64
2018-09-12,111.27
2018-09-13,111.92
2018-09-14,112.06
2018-09-15,111.95
2018-09-16,111.95
2018-09-17,111.84
2018-09-18,112.36
2018-09-19,112.28
2018-09-20,112.5
2018-09-21,112.58
2018-09-22,112.695
2018-09-23,112.695
2018-09-24,112.81
2018-09-25,112.97
2018-09-26,112.73
2018-09-27,113.38
2018-09-28,113.69
2018-09-29,113.805
2018-09-30,113.805
2018-10-01,113.92
2018-10-02,113.67
2018-10-03,114.53
2018-10-04,113.92
2018-10-05,113.72
2018-10-06,113.475
2018-10-07,113.475
2018-10-08,113.23
2018-10-09,112.95
2018-10-10,112.28
2018-10-11,112.17
2018-10-12,112.2
2018-10-13,111.99000000000001
2018-10-14,111.99000000000001
2018-10-15,111.78
2018-10-16,112.25
2018-10-17,112.65
2018-10-18,112.19
2018-10-19,112.55
2018-10-20,112.69
2018-10-21,112.69
2018-10-22,112.83
2018-10-23,112.44
2018-10-24,112.26
2018-10-25,112.42
2018-10-26,111.91
2018-10-27,112.145
2018-10-28,112.145
2018-10-29,112.38
2018-10-30,113.09
2018-10-31,112.94
2018-11-01,112.72
2018-11-02,113.2
2018-11-03,113.195
2018-11-04,113.195
2018-11-05,113.19
2018-11-06,113.44
2018-11-07,113.53
2018-11-08,114.06
2018-11-09,113.83
2018-11-10,113.83
2018-11-11,113.83
2018-11-12,113.83
2018-11-13,113.81
2018-11-14,113.62
2018-11-15,113.64
2018-11-16,112.83
2018-11-17,112.695
2018-11-18,112.695
2018-11-19,112.56
2018-11-20,112.77
2018-11-21,113.06
2018-11-22,112.94
2018-11-23,112.95
2018-11-24,113.27000000000001
2018-11-25,113.27000000000001
2018-11-26,113.59
2018-11-27,113.78
2018-11-28,113.69
2018-11-29,113.48
2018-11-30,113.47
2018-12-01,113.57
2018-12-02,113.57
2018-12-03,113.67
2018-12-04,112.78
2018-12-05,113.19
2018-12-06,112.67
2018-12-07,112.73
2018-12-08,113.035
2018-12-09,113.035
2018-12-10,113.34
2018-12-11,113.39
2018-12-12,113.28
2018-12-13,113.64
2018-12-14,113.39
2018-12-15,113.11
2018-12-16,113.11
2018-12-17,112.83
2018-12-18,112.53
2018-12-19,112.48
2018-12-20,111.28
2018-12-21,111.22
2018-12-22,110.83500000000001
2018-12-23,110.83500000000001
2018-12-24,110.45
2018-12-25,110.28
2018-12-26,111.36
2018-12-27,111.0
2018-12-28,110.28
2018-12-29,109.93
2018-12-30,109.93
2018-12-31,109.58
2019-01-01,109.72
2019-01-02,108.88
2019-01-03,107.67
2019-01-04,108.53
2019-01-05,108.625
2019-01-06,108.625
2019-01-07,108.72
2019-01-08,108.75
2019-01-09,108.17
2019-01-10,108.42
2019-01-11,108.55
2019-01-12,108.36
2019-01-13,108.36
2019-01-14,108.17
2019-01-15,108.67
2019-01-16,109.09
2019-01-17,109.24
2019-01-18,109.78
2019-01-19,109.725
2019-01-20,109.725
2019-01-21,109.67
2019-01-22,109.38
2019-01-23,109.6
2019-01-24,109.64
2019-01-25,109.55
2019-01-26,109.455
2019-01-27,109.455
2019-01-28,109.36
2019-01-29,109.39
2019-01-30,109.03
2019-01-31,108.88
2019-02-01,109.5
2019-02-02,109.695
2019-02-03,109.695
2019-02-04,109.89
2019-02-05,109.97
2019-02-06,109.97
2019-02-07,109.81
2019-02-08,109.73
2019-02-09,110.055
2019-02-10,110.055
2019-02-11,110.38
2019-02-12,110.48
2019-02-13,111.0
2019-02-14,110.48
2019-02-15,110.5
2019-02-16,110.56
2019-02-17,110.56
2019-02-18,110.62
2019-02-19,110.62
2019-02-20,110.86
2019-02-21,110.7
2019-02-22,110.69
2019-02-23,110.875
2019-02-24,110.875
2019-02-25,111.06
2019-02-26,110.58
2019-02-27,111.0
2019-02-28,111.39
2019-03-01,111.92
2019-03-02,111.83500000000001
2019-03-03,111.83500000000001
2019-03-04,111.75
2019-03-05,111.89
2019-03-06,111.77
2019-03-07,111.59
2019-03-08,111.17
2019-03-09,111.185
2019-03-10,111.185
2019-03-11,111.2
2019-03-12,111.36
2019-03-13,111.17
2019-03-14,111.72
2019-03-15,111.47
2019-03-16,111.445
2019-03-17,111.445
2019-03-18,111.42
2019-03-19,111.39
2019-03-20,110.69
2019-03-21,110.81
2019-03-22,109.92
2019-03-23,109.945
2019-03-24,109.945
2019-03-25,109.97
2019-03-26,110.64
2019-03-27,110.52
2019-03-28,110.64
2019-03-29,110.84
2019-03-30,111.09
2019-03-31,111.09
2019-04-01,111.34
2019-04-02,111.31
2019-04-03,111.47
2019-04-04,111.65
2019-04-05,111.73
2019-04-06,111.6
2019-04-07,111.6
2019-04-08,111.47
2019-04-09,111.12
2019-04-10,111.0
2019-04-11,111.65
2019-04-12,112.02
2019-04-13,112.025
2019-04-14,112.025
2019-04-15,112.03
2019-04-16,111.99
2019-04-17,112.05
2019-04-18,111.96
2019-04-19,111.91
2019-04-20,111.92
2019-04-21,111.92
2019-04-22,111.93
2019-04-23,111.86
